Latitude,Longitude,AQI
0.4213186143249298,0.6110365954293605,53
0.4682619781404201,0.6460093972616582,47
0.49314772899509934,0.6151148217383249,69
0.4851642331463986,0.6432095858805301,69
0.4550188955691407,0.6404017076744303,48
0.43157626433587637,0.6246639215884402,52
0.48010592970578836,0.6428273295272741,65
0.4727775139359033,0.6289765742097374,74
0.48607932097206086,0.6201396116472153,63
0.4918523720507251,0.6278682699270787,45
0.4918484649455196,0.6327967800063995,74
0.42591119756142753,0.6075420434833864,59
0.4537962916182489,0.6378981289681537,52
0.4892422742046853,0.6264077199009751,71
0.45457377187221076,0.6594582596540866,52
0.4688044931709864,0.6287954664106838,67
0.45275282507283726,0.6056204213610873,43
0.4681700601222656,0.63681709021708,15
0.4649753616598462,0.6181186446386769,46
0.4774901059297058,0.6212717459034339,65
0.5097089038212163,0.2541405884235168,22
0.4467810168578118,0.24880749086377332,51
0.5149739807002476,0.20174472456592396,44
0.46356757439498825,0.22528508395223892,57
0.4606658919820139,0.24325753212415166,25
0.4719485508344702,0.20322391754660743,58
0.5062398659458732,0.18107778844372588,51
0.4941563515721047,0.24032924097744998,58
0.4536004984927332,0.21907502652452882,54
0.46162879132353196,0.2120699237104027,54
0.43546041529833784,0.222743427811179,43
0.4875272402701292,0.18863665605685503,42
0.45802389733744253,0.16022659526095082,47
0.4890367806800385,0.5490836827834756,65
0.46581234106333896,0.542679937351589,54
0.4833274389935836,0.5231512824399198,40
0.5112697418279191,0.5634024823590831,60
0.5004679768941882,0.5720854005624885,61
0.4989170076963237,0.5344505801714411,61
0.4882103268832417,0.5248121726536317,61
0.48351994812981025,0.5406704222031358,67
0.5154050927095438,0.5317733542161369,42
0.4706651341383318,0.5072833661732262,59
0.512794759089914,0.5770067027063439,59
0.49124811802152285,0.5110583539635224,32
0.5111693696424663,0.5213078697856145,50
0.48922625844153667,0.5654684484413681,57
0.4901345425150307,0.504164199464457,55
0.501520318631166,0.5231302312265279,59
0.4930394415534112,0.5369188433621314,68
0.5037079102039442,0.5008287778507552,58
0.46717800906044227,0.530334579565166,46
0.5147582647063778,0.5051249936846359,56
0.5013378467134846,0.5464457804947876,56
0.5418490712204653,0.03589573755031229,42
0.5534381852169961,0.05723528520183897,35
0.5700258172081039,0.04200456390306323,39
0.5510677175432392,0.0586524360464136,37
0.5676954815675577,0.03644604995031914,34
0.5481941595513566,0.03418924198790824,44
0.607638255949073,0.0013310429613163258,17
0.5635827312686303,0.0706039340507587,43
0.5240479294026509,0.07846782532545173,47
0.573227235217838,0.03320414624698956,35
0.5948530625305244,1.5156873642221243e-05,37
0.4630993954091514,0.1453181090958083,79
0.5225519291331954,0.12319543946513063,45
0.5006533454588323,0.09056444197443528,45
0.5157083143872413,0.07742383670994782,38
0.5650600380605939,0.020894760774010895,42
0.49158353963522466,0.10159297057882413,41
0.5285896529075937,0.0699378905000083,37
0.5472020411256505,0.027669647518482908,29
0.539985011536065,0.07281075801209184,44
0.5669623941123967,0.016167668704424126,41
0.5355740750096836,0.06280552047019979,47
0.5417017800906045,0.08751376749355823,46
0.5178171744219338,0.05130460263729591,42
0.552904932720322,0.031438909378736564,37
0.5684413176375487,0.052331497667525394,45
0.4748251065191398,0.10504252345105167,44
0.5676093063204164,0.06803794270701763,44
0.5803325586486805,0.05420475252193522,39
0.4753958470166222,0.13384580407214677,56
0.5572414489971204,0.04496353929840508,50
0.5221246568652218,0.05062597888142265,42
0.4889095639872683,0.11514946361508266,62
0.4671187793664428,0.11395865541689822,39
0.5437266710453191,0.029706731335994094,39
0.5432557806631976,0.044249600026945404,41
0.49767527240270143,0.0616711295239057,44
0.5389604742417353,0.0330020714393976,41
0.4903400191987067,0.05947700365449058,45
0.5368139409555567,0.0355707404974823,39
0.5310277033968238,0.03315291601407904,40
0.5904442648074236,0.0435598443894306,44
0.6104328466292798,0.025756934269691292,38
0.549394684989643,0.03241927280688448,43
0.558683524478351,0.02123887232860085,40
0.5390511291870864,0.056029774836221395,40
0.5668464103470925,0.04285102477306784,33
0.5857638559086547,0.03486475016419945,41
0.5945914717324308,0.022858131662709013,3
0.5235205712457267,0.09069367958369122,45
0.5473615251183079,0.0637337947759308,40
0.4838439347243976,0.08913068593273714,44
0.5566690244025666,0.04024318361710372,38
0.6634462352009971,0.9634182118257295,42
0.735194900554068,0.35666051971235624,36
0.5786240758517321,0.3235682648747874,48
0.5387356472827094,0.30818681688812544,73
0.5740731066538676,0.3234444332171305,48
0.5353478502500885,0.28887891342056954,57
0.5806297175769212,0.3187076575893835,61
0.5601174320887856,0.27097003991310054,56
0.5771697233028513,0.32220682396133304,54
0.5735611579851464,0.3216197477222587,64
0.5638077603193048,0.3258017986156721,58
0.5684060694858453,0.3288743495175061,18
0.555122534902912,0.3186864379662844,23
0.5721493120463464,0.2713036763839068,31
0.5622795095909329,0.28935421613701806,65
0.5904158035669177,0.29448795028545455,26
0.5770343724212265,0.3197260142474612,61
0.5353354552956434,0.27431265262129706,58
0.5860342882163728,0.313534414523653,80
0.5655837585678439,0.26274991158490374,64
0.5341686454807256,0.2639407871469711,48
0.5677266373633777,0.29209208642786155,44
0.5490945957324981,0.36282791896124894,22
0.5520985196786744,0.3292555785715488,42
0.5895215648629989,0.291877178800586,33
0.5419324845484094,0.2755596928206942,44
0.5466220717762172,0.2753488438673604,46
0.5727860186261137,0.3050855521312248,15
0.5602119772983716,0.31976953131578506,31
0.5878571212044662,0.32714528705434565,64
0.6007595277791813,0.8598990215396016,46
0.6114067599656445,0.8678376698832921,45
0.6120234763131748,0.856628488186059,48
0.6074907964095052,0.8678654911669108,48
0.6039359201064349,0.8629584701662203,46
0.603533606157059,0.8773808922346285,44
0.6146346182993988,0.871940315599791,44
0.6123454419912765,0.8783009481466512,46
0.45643345290422555,0.14456479563482044,85
0.4405270550194514,0.2984210579497802,91
0.43531046329510437,0.24614425975513218,50
0.5642850334293269,0.8185752875595748,38
0.5779892386197142,0.8182465181293049,42
0.5607887805453107,0.8252030347429226,40
0.5631931659340845,0.7940487714511865,47
0.407618855150811,0.701796931575136,49
0.4163275063574665,0.7026371107630642,43
0.41537191599723816,0.6491963320365784,53
0.38449352464676073,0.7333850351134239,58
0.3492410111318817,0.7415998080129339,54
0.39577217534818715,0.6992138466461207,34
0.35012517893531386,0.7149335792115057,36
0.4159392377776656,0.6996384748816921,43
0.4173239360716752,0.719267569342697,64
0.42178829215716,0.6224330150389867,56
0.4201247915929875,0.6966820761548695,12
0.3656042540292023,0.7211749945266844,35
0.3801056939321983,0.7037021337509894,56
0.42723203489449135,0.6493728590915981,37
0.3767190420855859,0.7360784115596423,51
0.38808145977534153,0.7147251890398962,49
0.3557152528671753,0.7121219959918489,51
0.42034594722039786,0.6705503797638895,55
0.41479816096599814,0.6597062934707555,32
0.3705160578655754,0.699646188046279,37
0.39897157244143555,0.7083708718570538,58
0.3443058825510703,0.7361965004462858,67
0.42403125684164444,0.7191066201855876,19
0.389302430152074,0.7208019670253794,77
0.3851110493608852,0.7161881473248117,51
0.35327209956381894,0.7421853180417319,53
0.38485365196449933,0.7049185233836878,51
0.37565243604641374,0.6976056349888008,49
0.3797451792721333,0.7105336566799709,61
0.40768197510904536,0.7158505700668586,23
0.41981506930059453,0.6277141582040788,36
0.36731093484228433,0.7015237373482207,40
0.39182389396924844,0.721676754408124,87
0.3699827548459894,0.7368749221105105,52
0.39958010407719907,0.7260226679465805,64
0.41449839168729696,0.6736706411357549,46
0.45971580861920885,0.6824298826184341,53
0.42541501204129417,0.7079076104346655,41
0.44818802943801683,0.7244818875359975,54
0.48829596321932,0.6526575557015107,18
0.4793941966014922,0.6869583185974839,53
0.47375073679246876,0.6698038532140993,61
0.4805644419744355,0.6661543138146483,67
0.4384226241600566,0.6974356085484766,46
0.4866405126391486,0.6753817679651055,44
0.478643779787467,0.6716700685427507,67
0.4395089172939929,0.6747031778911736,50
0.47594674885060384,0.6633080887182338,39
0.4711386011889726,0.6693275737213492,26
0.48473699456036656,0.6544093703161049,69
0.47726576735883064,0.6698208457535493,59
0.43264125364186,0.7185699489718587,45
0.4796847370282424,0.6752201956920796,60
0.4853449872850672,0.6795264319035349,57
0.4707716364371243,0.6736588524562556,30
0.42723184964381355,0.6882854207716532,44
0.49352833493322557,0.6658343353710907,54
0.45385910843901045,0.6606948584516411,43
0.47910035534448214,0.6587793664426818,40
0.4664729955034609,0.669559945435255,37
0.4707708112295594,0.7096886104515063,59
0.47337518314555665,0.6752116404789571,27
0.44585267518819793,0.6750196197308812,33
0.4967884268849257,0.6544754879671264,63
0.46291380791188813,0.6964773573148756,58
0.46147339968675805,0.6876037824820221,58
0.6418003671331616,0.13370952693713264,36
0.6297971505077553,0.1970840364438606,16
0.7045685680122603,0.1278519173445157,13
0.6322427794338066,0.19793192879637583,7
0.6457318243823574,0.14017581973424942,19
0.7205830344061033,0.1278360699910743,31
0.727959143805049,0.13124166792973938,23
0.639629431280419,0.17852739183886546,44
0.6437539702588457,0.12696128260832945,37
0.626169150709847,0.21171722326074874,13
0.651583640681049,0.1555257919466478,6
0.6366992034220854,0.1399447447750887,39
0.6859226325805421,0.1370097172401016,37
0.7107279509590934,0.12458057562437896,28
0.6945522827935803,0.12130253119789818,16
0.6686184846494553,0.17300249246366545,9
0.6894319203758905,0.12031844591522238,21
0.6303996362350327,0.19581744387746505,36
0.7082704154667476,0.1334871419188602,37
0.6245306926691255,0.16362567574394993,8
0.6638578116842656,0.13587509052021743,23
0.5802221324037119,0.5516893682951886,51
0.582239175466074,0.602746593913673,58
0.5680603748800082,0.6146062244227758,44
0.6125944020613349,0.6131886693949038,54
0.6111768638744338,0.6064512032873574,44
0.5656403610704122,0.5997754424965054,50
0.547639199043433,0.6007147644790246,54
0.5430048670405363,0.588654423280958,17
0.5663709223799661,0.5698802606982267,61
0.6158599504875463,0.6044219505212282,45
0.603125936778996,0.5913466882231092,48
0.622879536536486,0.6122261405547416,48
0.5791076643257718,0.593432122467539,49
0.5711796257936309,0.5785422624160057,49
0.5626599639603227,0.5728450967513766,67
0.6187615486956669,0.6049410229205612,45
0.5900286970140959,0.5922479496118156,53
0.5939053200626484,0.5823124505296484,51
0.5506370602401524,0.5789006382727899,66
0.6068597820778391,0.5666254062884185,51
0.556587867764698,0.5754584954276764,57
0.5785196955152496,0.581330706141902,52
0.6019221778743327,0.6058039542599235,53
0.6206736725104836,0.5915428855319221,54
0.5990435002273532,0.6570219606258104,51
0.5813121137102343,0.6360431465669681,50
0.5904520958588054,0.6333883191027131,47
0.5522306370939222,0.6470765758938345,57
0.5584333686993719,0.6221183415012042,14
0.5847747183347649,0.6530116876336753,54
